ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
214768_x_at,6.27E-08,9.85E-11,7.621792,14.21357,1.0855842,IGKC,immunoglobulin kappa constant
217179_x_at,6.46E-08,1.05E-10,7.606438,14.15195,0.8445834,BMS1P20,"BMS1, ribosome biogenesis factor pseudogene 20"
217828_at,6.46E-08,1.07E-10,-7.601656,14.13276,-0.5034087,SLTM,SAFB like transcription modulator
200736_s_at,7.25E-08,1.24E-10,7.567879,13.99723,0.7266848,GPX1,glutathione peroxidase 1
209489_at,7.41E-08,1.30E-10,-7.556508,13.95161,-1.2588954,CELF1,"CUGBP, Elav-like family member 1"
212266_s_at,1.20E-07,2.16E-10,-7.435327,13.46569,-0.574085,SRSF5,serine and arginine rich splicing factor 5
215176_x_at,1.40E-07,2.57E-10,7.393084,13.29643,1.0943444,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant
208662_s_at,1.46E-07,2.76E-10,-7.376915,13.23166,-1.3891065,TTC3P1///TTC3,tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
222186_at,1.60E-07,3.08E-10,-7.350434,13.12561,-1.7775812,,
221427_s_at,1.60E-07,3.16E-10,-7.343943,13.09962,-1.3034754,CCNL2,cyclin L2
215706_x_at,1.93E-07,3.90E-10,7.29409,12.90008,0.593407,ZYX,zyxin
212333_at,2.18E-07,4.51E-10,-7.259444,12.76147,-0.6886309,FAM98A,family with sequence similarity 98 member A
211645_x_at,2.72E-07,5.73E-10,7.202084,12.53215,1.1915082,,
202426_s_at,3.16E-07,6.87E-10,7.158612,12.35848,0.9316129,RXRA,retinoid X receptor alpha
201412_at,3.16E-07,6.94E-10,7.156267,12.34911,0.6310738,LRP10,LDL receptor related protein 10
208633_s_at,3.44E-07,7.71E-10,-7.131214,12.24908,-0.523048,MACF1,microtubule-actin crosslinking factor 1
212885_at,4.35E-07,9.96E-10,-7.069795,12.00402,-0.5887317,MPHOSPH10,M-phase phosphoprotein 10
201241_at,4.43E-07,1.03E-09,-7.061211,11.96979,-0.8018822,DDX1,DEAD/H-box helicase 1
202187_s_at,4.50E-07,1.07E-09,-7.052862,11.9365,-0.3696303,PPP2R5A,protein phosphatase 2 regulatory subunit B'alpha
210656_at,4.89E-07,1.18E-09,-7.028363,11.83886,-0.9505844,EED,embryonic ectoderm development
204023_at,5.02E-07,1.24E-09,-7.017449,11.79537,-0.5332732,RFC4,replication factor C subunit 4
212852_s_at,5.43E-07,1.36E-09,-6.994595,11.70434,-0.9745427,TROVE2,TROVE domain family member 2
213359_at,5.64E-07,1.44E-09,-6.981178,11.65092,-0.5046843,HNRNPD,heterogeneous nuclear ribonucleoprotein D
205119_s_at,5.65E-07,1.47E-09,6.97633,11.63162,1.179139,FPR1,formyl peptide receptor 1
207610_s_at,5.69E-07,1.51E-09,6.970635,11.60895,0.9863356,ADGRE2,adhesion G protein-coupled receptor E2
201478_s_at,5.96E-07,1.63E-09,-6.952262,11.53583,-0.7679727,MIR664B///SNORA56///DKC1,"microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1"
201947_s_at,5.96E-07,1.63E-09,-6.951512,11.53285,-0.5352338,CCT2,chaperonin containing TCP1 subunit 2
209138_x_at,6.08E-07,1.69E-09,6.942986,11.49893,1.1083717,IGLC1,immunoglobulin lambda constant 1
209179_s_at,6.99E-07,1.98E-09,6.905699,11.35065,0.8265868,MBOAT7,membrane bound O-acyltransferase domain containing 7
221516_s_at,8.32E-07,2.39E-09,-6.86001,11.16913,-0.6556367,MIEF1,mitochondrial elongation factor 1
212177_at,8.56E-07,2.50E-09,-6.849367,11.12687,-1.070301,PNISR,PNN interacting serine and arginine rich protein
214911_s_at,1.13E-06,3.37E-09,-6.7773,10.84101,-0.8987361,BRD2,bromodomain containing 2
214093_s_at,1.13E-06,3.42E-09,-6.773325,10.82526,-0.6304434,FUBP1,far upstream element binding protein 1
202948_at,1.13E-06,3.46E-09,6.770942,10.81581,1.7181233,IL1R1,interleukin 1 receptor type 1
201394_s_at,1.25E-06,3.93E-09,-6.740056,10.69348,-0.557111,RBM5,RNA binding motif protein 5
210178_x_at,1.25E-06,4.02E-09,-6.734755,10.67249,-1.3790929,SRSF10,serine and arginine rich splicing factor 10
209604_s_at,1.25E-06,4.04E-09,-6.733741,10.66848,-0.9355486,GATA3,GATA binding protein 3
214669_x_at,1.25E-06,4.05E-09,6.732616,10.66402,1.0721954,IGKC,immunoglobulin kappa constant
208705_s_at,1.39E-06,4.55E-09,-6.704886,10.55429,-1.6447475,EIF5,eukaryotic translation initiation factor 5
212063_at,1.44E-06,4.79E-09,6.692195,10.50409,0.3444476,CD44,CD44 molecule (Indian blood group)
212506_at,1.46E-06,4.93E-09,6.685412,10.47727,0.6543239,PICALM,phosphatidylinositol binding clathrin assembly protein
201042_at,1.50E-06,5.12E-09,6.676193,10.44083,1.0910024,TGM2,transglutaminase 2
204232_at,1.50E-06,5.19E-09,6.672983,10.42814,0.6740392,FCER1G,Fc fragment of IgE receptor Ig
214677_x_at,1.51E-06,5.27E-09,6.669174,10.41309,1.1030308,IGLC1,immunoglobulin lambda constant 1
213923_at,1.66E-06,5.87E-09,6.64312,10.31017,0.4763434,RAP2B,"RAP2B, member of RAS oncogene family"
216853_x_at,1.75E-06,6.28E-09,6.627046,10.2467,1.4766352,IGLJ3,immunoglobulin lambda joining 3
215946_x_at,1.79E-06,6.56E-09,6.616262,10.20415,0.9243744,IGLL3P,"immunoglobulin lambda like polypeptide 3, pseudogene"
213546_at,1.79E-06,6.58E-09,-6.615659,10.20176,-0.4082465,DKFZP586I1420,uncharacterized protein DKFZp586I1420
210119_at,1.82E-06,6.79E-09,6.608137,10.17209,2.0731666,KCNJ15,potassium voltage-gated channel subfamily J member 15
213594_x_at,1.82E-06,6.90E-09,-6.604154,10.15638,-0.8121899,SRSF10,serine and arginine rich splicing factor 10
207287_at,1.82E-06,6.94E-09,-6.602643,10.15042,-1.2438726,BIN3-IT1,BIN3 intronic transcript 1
203936_s_at,1.85E-06,7.18E-09,6.594657,10.11892,0.9795619,MMP9,matrix metallopeptidase 9
205300_s_at,1.85E-06,7.23E-09,-6.592814,10.11165,-0.9179798,SNRNP35,small nuclear ribonucleoprotein U11/U12 subunit 35
201143_s_at,1.87E-06,7.40E-09,-6.587226,10.08962,-0.6446505,EIF2S1,eukaryotic translation initiation factor 2 subunit alpha
208722_s_at,1.98E-06,7.95E-09,-6.569881,10.02125,-0.4787993,ANAPC5,anaphase promoting complex subunit 5
36564_at,1.98E-06,8.08E-09,6.565927,10.00567,0.5324653,RNF19B,ring finger protein 19B
215567_at,1.98E-06,8.18E-09,-6.562964,9.994,-1.5609876,FCF1,FCF1 rRNA-processing protein
220088_at,1.98E-06,8.19E-09,6.562652,9.99277,1.2232502,C5AR1,complement component 5a receptor 1
203082_at,2.03E-06,8.48E-09,-6.554168,9.95935,-0.6670236,BMS1,"BMS1, ribosome biogenesis factor"
202157_s_at,2.03E-06,8.56E-09,-6.551894,9.9504,-1.4304103,CELF2,"CUGBP, Elav-like family member 2"
208960_s_at,2.10E-06,8.95E-09,-6.541228,9.9084,-2.7353902,KLF6,Kruppel like factor 6
201679_at,2.27E-06,9.79E-09,-6.519477,9.82279,-1.1985816,SRRT,"serrate, RNA effector molecule"
212596_s_at,2.36E-06,1.03E-08,-6.507405,9.77531,-1.126497,HMGXB4,HMG-box containing 4
200750_s_at,2.44E-06,1.08E-08,-6.495482,9.72842,-0.434214,RAN,"RAN, member RAS oncogene family"
208751_at,2.44E-06,1.09E-08,6.492451,9.71651,0.4802301,NAPA,NSF attachment protein alpha
211881_x_at,2.44E-06,1.10E-08,6.491805,9.71397,0.6257604,IGLJ3,immunoglobulin lambda joining 3
221742_at,2.45E-06,1.11E-08,-6.488799,9.70215,-0.7280946,CELF1,"CUGBP, Elav-like family member 1"
211969_at,2.53E-06,1.16E-08,-6.478365,9.66115,-1.6827745,HSP90AA1,heat shock protein 90 alpha family class A member 1
208961_s_at,2.54E-06,1.18E-08,-6.473934,9.64374,-2.0625613,KLF6,Kruppel like factor 6
203822_s_at,2.54E-06,1.18E-08,-6.473124,9.64056,-0.6085361,ELF2,E74 like ETS transcription factor 2
205173_x_at,2.66E-06,1.25E-08,6.459602,9.58746,0.8890427,CD58,CD58 molecule
214980_at,2.81E-06,1.34E-08,6.443323,9.52355,1.5914602,UBE3A,ubiquitin protein ligase E3A
211960_s_at,2.84E-06,1.36E-08,6.439048,9.50678,0.6328301,RAB7A,"RAB7A, member RAS oncogene family"
201520_s_at,3.01E-06,1.47E-08,-6.420417,9.43369,-0.3473808,GRSF1,G-rich RNA sequence binding factor 1
209572_s_at,3.01E-06,1.47E-08,-6.419945,9.43184,-0.668913,EED,embryonic ectoderm development
201584_s_at,3.09E-06,1.53E-08,-6.41141,9.39838,-0.6101759,DDX39A,DEAD-box helicase 39A
210438_x_at,3.43E-06,1.71E-08,-6.384205,9.29179,-0.8114362,TROVE2,TROVE domain family member 2
203380_x_at,3.63E-06,1.82E-08,-6.368185,9.22907,-0.3796251,SRSF5,serine and arginine rich splicing factor 5
222200_s_at,3.85E-06,1.95E-08,-6.351503,9.16379,-0.5821999,BSDC1,BSD domain containing 1
214948_s_at,4.54E-06,2.32E-08,-6.309342,8.999,-0.5636996,TMF1,TATA element modulatory factor 1
211082_x_at,4.62E-06,2.38E-08,-6.302864,8.9737,-1.5710109,MARK2,microtubule affinity regulating kinase 2
201470_at,4.77E-06,2.49E-08,6.29253,8.93337,0.5158403,GSTO1,glutathione S-transferase omega 1
213089_at,5.09E-06,2.73E-08,-6.269798,8.84468,-1.2266864,LOC100272216,uncharacterized LOC100272216
215329_s_at,5.09E-06,2.73E-08,-6.269355,8.84295,-1.0018448,CDK11A///CDK11B,cyclin dependent kinase 11A///cyclin dependent kinase 11B
215783_s_at,5.09E-06,2.74E-08,6.268544,8.83979,1.3739162,ALPL,"alkaline phosphatase, liver/bone/kidney"
201921_at,5.09E-06,2.74E-08,6.26837,8.83911,0.7625106,GNG10,G protein subunit gamma 10
211594_s_at,5.34E-06,2.90E-08,-6.254694,8.7858,-0.5364289,MRPL9,mitochondrial ribosomal protein L9
213097_s_at,5.44E-06,2.98E-08,-6.24829,8.76084,-0.7022625,DNAJC2,DnaJ heat shock protein family (Hsp40) member C2
215121_x_at,5.44E-06,3.00E-08,6.246398,8.75348,1.1981168,CYAT1///IGLV1-44///IGLC1,immunoglobulin lambda light chain-like///immunoglobulin lambda variable 1-44///immunoglobulin lambda constant 1
207157_s_at,5.57E-06,3.10E-08,6.238327,8.72204,0.4215018,GNG5,G protein subunit gamma 5
212041_at,5.64E-06,3.16E-08,6.233659,8.70386,0.5877292,ATP6V0D1,ATPase H+ transporting V0 subunit d1
219434_at,5.70E-06,3.22E-08,6.229008,8.68575,1.0513456,TREM1,triggering receptor expressed on myeloid cells 1
220966_x_at,5.77E-06,3.31E-08,-6.222566,8.66067,-0.594273,ARPC5L,actin related protein 2/3 complex subunit 5 like
217837_s_at,5.77E-06,3.32E-08,6.221991,8.65843,0.4227436,RNF103-CHMP3///CHMP3,RNF103-CHMP3 readthrough///charged multivesicular body protein 3
201386_s_at,5.81E-06,3.36E-08,-6.218475,8.64475,-0.6072819,DHX15,DEAH-box helicase 15
201837_s_at,6.03E-06,3.52E-08,-6.207466,8.60192,-0.3952391,SUPT7L,SPT7-like STAGA complex gamma subunit
221905_at,6.34E-06,3.73E-08,-6.193245,8.54662,-1.8831761,CYLD,CYLD lysine 63 deubiquitinase
210346_s_at,6.58E-06,3.91E-08,-6.18165,8.50156,-0.6207324,CLK4,CDC like kinase 4
211744_s_at,6.58E-06,3.96E-08,6.178729,8.49021,0.8068716,CD58,CD58 molecule
212616_at,6.58E-06,3.98E-08,-6.177146,8.48406,-0.7803672,CHD9,chromodomain helicase DNA binding protein 9
205178_s_at,6.58E-06,3.98E-08,-6.176924,8.48319,-2.1886138,RBBP6,"RB binding protein 6, ubiquitin ligase"
219571_s_at,7.03E-06,4.29E-08,-6.158921,8.41328,-1.2945499,ZNF12,zinc finger protein 12
213794_s_at,7.47E-06,4.60E-08,-6.1419,8.34724,-0.5540606,NGDN,neuroguidin
201367_s_at,7.66E-06,4.74E-08,-6.134038,8.31675,-1.4125828,ZFP36L2,ZFP36 ring finger protein like 2
212368_at,8.02E-06,5.01E-08,-6.120859,8.26566,-0.8694364,ZNF292,zinc finger protein 292
218315_s_at,8.37E-06,5.31E-08,-6.106353,8.20946,-0.5469177,CDK5RAP1,CDK5 regulatory subunit associated protein 1
221773_at,8.37E-06,5.35E-08,6.104332,8.20163,0.5521848,ELK3,"ELK3, ETS transcription factor"
203315_at,8.37E-06,5.37E-08,6.1035,8.19841,0.498941,NCK2,NCK adaptor protein 2
207719_x_at,8.37E-06,5.37E-08,6.1034,8.19802,0.5545124,CEP170P1///CEP170,centrosomal protein 170 pseudogene 1///centrosomal protein 170
220528_at,8.53E-06,5.51E-08,6.097088,8.17358,1.2341271,VNN3,vanin 3
212561_at,8.62E-06,5.62E-08,6.092352,8.15525,0.4205095,DENND5A,DENN domain containing 5A
212103_at,8.62E-06,5.68E-08,-6.08956,8.14445,-0.4849174,KPNA6,karyopherin subunit alpha 6
205882_x_at,8.62E-06,5.68E-08,-6.089544,8.14439,-0.9949873,ADD3,adducin 3
201479_at,8.66E-06,5.75E-08,-6.086603,8.133,-0.3756945,MIR664B///SNORA56///DKC1,"microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1"
203721_s_at,8.93E-06,5.97E-08,-6.077352,8.09722,-0.5321505,UTP18,"UTP18, small subunit processome component"
212287_at,9.15E-06,6.16E-08,-6.069657,8.06746,-0.6163429,SUZ12,SUZ12 polycomb repressive complex 2 subunit
218346_s_at,9.16E-06,6.21E-08,-6.06792,8.06074,-0.5265016,SESN1,sestrin 1
207890_s_at,9.31E-06,6.35E-08,6.062123,8.03834,0.8999789,MMP25,matrix metallopeptidase 25
214924_s_at,9.50E-06,6.52E-08,-6.055737,8.01365,-0.6447348,TRAK1,trafficking kinesin protein 1
212511_at,9.53E-06,6.59E-08,6.053237,8.004,0.6529045,PICALM,phosphatidylinositol binding clathrin assembly protein
220964_s_at,9.66E-06,6.72E-08,6.048269,7.9848,0.5199008,RAB1B,"RAB1B, member RAS oncogene family"
201009_s_at,9.71E-06,6.80E-08,-6.045359,7.97357,-0.6358845,TXNIP,thioredoxin interacting protein
213836_s_at,9.82E-06,6.92E-08,6.040979,7.95665,0.5945184,WIPI1,"WD repeat domain, phosphoinositide interacting 1"
211644_x_at,9.85E-06,6.99E-08,6.038682,7.94778,1.4799572,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant
214092_x_at,9.97E-06,7.11E-08,-6.034257,7.9307,-0.49699,SUGP2,SURP and G-patch domain containing 2
208498_s_at,1.01E-05,7.26E-08,-6.029341,7.91173,-0.6355219,ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A,"actin gamma 1 pseudogene 4///amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)"
204335_at,1.01E-05,7.36E-08,-6.025893,7.89842,-0.6166908,CCDC94,coiled-coil domain containing 94
220319_s_at,1.01E-05,7.38E-08,-6.02522,7.89582,-1.3070401,MYLIP,myosin regulatory light chain interacting protein
219620_x_at,1.01E-05,7.39E-08,6.024858,7.89442,0.6022826,TOR4A,torsin family 4 member A
215379_x_at,1.01E-05,7.41E-08,6.024058,7.89134,0.8549912,IGLV1-44,immunoglobulin lambda variable 1-44
201138_s_at,1.01E-05,7.50E-08,-6.021095,7.87991,-0.7207306,SSB,Sjogren syndrome antigen B
212592_at,1.04E-05,7.71E-08,6.014221,7.85339,1.2468511,JCHAIN,joining chain of multimeric IgA and IgM
214946_x_at,1.06E-05,7.95E-08,-6.00692,7.82524,-0.3944734,LOC101930591///FAM21A///FAM21C,uncharacterized LOC101930591///family with sequence similarity 21 member A///family with sequence similarity 21 member C
217967_s_at,1.08E-05,8.15E-08,6.000765,7.80152,0.7464423,FAM129A,family with sequence similarity 129 member A
210778_s_at,1.08E-05,8.17E-08,-6.000163,7.7992,-1.5520293,MIR4800///MXD4,microRNA 4800///MAX dimerization protein 4
202379_s_at,1.08E-05,8.29E-08,-5.996558,7.78531,-1.3894334,NKTR,natural killer cell triggering receptor
209085_x_at,1.08E-05,8.32E-08,-5.995504,7.78124,-0.6661358,RFC1,replication factor C subunit 1
201747_s_at,1.08E-05,8.37E-08,-5.994041,7.77561,-1.0119274,SAFB,scaffold attachment factor B
204614_at,1.10E-05,8.59E-08,5.987582,7.75073,2.4813233,SERPINB2,serpin family B member 2
202897_at,1.10E-05,8.60E-08,5.98737,7.74991,0.5237341,SIRPA,signal regulatory protein alpha
207160_at,1.11E-05,8.75E-08,-5.983165,7.73372,-0.589538,IL12A,interleukin 12A
222216_s_at,1.11E-05,8.76E-08,-5.982716,7.73199,-0.4420648,MRPL17,mitochondrial ribosomal protein L17
210075_at,1.16E-05,9.24E-08,5.96954,7.68127,0.7532351,2-Mar,membrane associated ring-CH-type finger 2
212030_at,1.21E-05,9.70E-08,-5.957516,7.63501,-0.4194172,RBM25,RNA binding motif protein 25
206843_at,1.22E-05,9.76E-08,5.955916,7.62886,0.9468525,CRYBA4,crystallin beta A4
216576_x_at,1.30E-05,1.05E-07,5.938442,7.56169,1.0468628,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant
209178_at,1.30E-05,1.06E-07,-5.935447,7.55019,-0.5263803,DHX38,DEAH-box helicase 38
221984_s_at,1.30E-05,1.06E-07,5.934619,7.547,0.4305717,FAM134A,family with sequence similarity 134 member A
214280_x_at,1.32E-05,1.08E-07,-5.93008,7.52957,-0.4764889,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1
214550_s_at,1.36E-05,1.12E-07,-5.921587,7.49696,-2.0402061,TNPO3,transportin 3
204771_s_at,1.36E-05,1.13E-07,-5.919525,7.48904,-1.2259376,TTF1,transcription termination factor 1
213649_at,1.37E-05,1.14E-07,-5.917615,7.48172,-0.8696291,SRSF7,serine and arginine rich splicing factor 7
212058_at,1.50E-05,1.26E-07,-5.892822,7.38662,-0.5166786,U2SURP,U2 snRNP associated SURP domain containing
201032_at,1.60E-05,1.35E-07,-5.875663,7.32087,-0.3825245,BLCAP,bladder cancer associated protein
212785_s_at,1.61E-05,1.36E-07,-5.87314,7.31121,-0.4111304,LARP7,La ribonucleoprotein domain family member 7
218700_s_at,1.63E-05,1.39E-07,-5.868001,7.29154,-1.0482419,RAB29,"RAB29, member RAS oncogene family"
213483_at,1.63E-05,1.41E-07,-5.865374,7.28148,-0.5529551,PPWD1,peptidylprolyl isomerase domain and WD repeat containing 1
200821_at,1.63E-05,1.41E-07,5.86506,7.28028,0.5810292,LAMP2,lysosomal associated membrane protein 2
209124_at,1.63E-05,1.41E-07,5.864576,7.27843,0.395859,MYD88,myeloid differentiation primary response 88
221970_s_at,1.63E-05,1.42E-07,-5.86329,7.2735,-0.6203995,NOL11,nucleolar protein 11
205883_at,1.63E-05,1.43E-07,-5.860985,7.26468,-0.8659571,ZBTB16,zinc finger and BTB domain containing 16
214305_s_at,1.63E-05,1.44E-07,-5.860168,7.26155,-1.1641477,SF3B1,splicing factor 3b subunit 1
201008_s_at,1.64E-05,1.45E-07,-5.857602,7.25174,-1.2985034,TXNIP,thioredoxin interacting protein
205685_at,1.68E-05,1.50E-07,5.849511,7.22079,0.7233279,CD86,CD86 molecule
219854_at,1.68E-05,1.50E-07,-5.848597,7.21729,-0.6360614,ZNF14,zinc finger protein 14
203254_s_at,1.68E-05,1.52E-07,5.846399,7.20889,0.56502,TLN1,talin 1
203486_s_at,1.68E-05,1.52E-07,-5.846123,7.20783,-0.4437283,ARMC8,armadillo repeat containing 8
201104_x_at,1.75E-05,1.59E-07,-5.834545,7.16357,-0.3486224,NBPF25P///NBPF26///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF14,"neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 14"
216841_s_at,1.75E-05,1.60E-07,5.833466,7.15945,0.9547305,LOC100129518///SOD2,"uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial"
203825_at,1.75E-05,1.60E-07,-5.832801,7.15691,-1.0454007,BRD3,bromodomain containing 3
211721_s_at,1.75E-05,1.61E-07,-5.832317,7.15506,-1.5371898,ZNF551,zinc finger protein 551
203617_x_at,1.76E-05,1.62E-07,5.829648,7.14486,0.428353,ELK1,"ELK1, ETS transcription factor"
222282_at,1.78E-05,1.65E-07,-5.825116,7.12755,-0.8135313,,
208325_s_at,1.82E-05,1.70E-07,-5.817872,7.09989,-0.8614137,AKAP13,A-kinase anchoring protein 13
218768_at,1.87E-05,1.76E-07,-5.810104,7.07024,-0.3607238,NUP107,nucleoporin 107
212591_at,1.87E-05,1.76E-07,-5.808748,7.06506,-0.6458947,ARID4B///RBM34,AT-rich interaction domain 4B///RNA binding motif protein 34
208772_at,1.92E-05,1.82E-07,-5.800775,7.03464,-1.2388471,ANKHD1-EIF4EBP3///ANKHD1,ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1
200766_at,1.96E-05,1.86E-07,5.795542,7.01469,0.6224256,CTSD,cathepsin D
222244_s_at,1.97E-05,1.89E-07,-5.791816,7.00048,-0.9205487,TUG1,taurine up-regulated 1 (non-protein coding)
203497_at,1.97E-05,1.89E-07,-5.791445,6.99907,-0.9223477,MED1,mediator complex subunit 1
201552_at,1.98E-05,1.91E-07,5.789062,6.98998,0.3280728,LAMP1,lysosomal associated membrane protein 1
220143_x_at,1.99E-05,1.93E-07,-5.786022,6.9784,-0.4838091,LUC7L,LUC7 like
222018_at,2.11E-05,2.06E-07,-5.770148,6.91792,-0.5733163,NACA,nascent polypeptide-associated complex alpha subunit
203202_at,2.15E-05,2.10E-07,-5.765014,6.89838,-0.5304431,KRR1,"KRR1, small subunit processome component homolog"
201959_s_at,2.15E-05,2.12E-07,-5.763178,6.89139,-2.4364891,MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase"
213939_s_at,2.22E-05,2.19E-07,-5.754839,6.85965,-2.0038301,RUFY3,RUN and FYVE domain containing 3
212229_s_at,2.25E-05,2.23E-07,-5.750498,6.84314,-0.8008212,FBXO21,F-box protein 21
208685_x_at,2.25E-05,2.24E-07,-5.748841,6.83684,-0.7763782,BRD2,bromodomain containing 2
204619_s_at,2.28E-05,2.28E-07,5.744154,6.81901,0.767505,VCAN,versican
201524_x_at,2.33E-05,2.34E-07,-5.73808,6.79592,-0.4863663,UBE2N,ubiquitin conjugating enzyme E2 N
